Line Number,msgid,msgstr,Status
4015,"Email Template","แม่แบบอีเมล",Translated
4021,"Email sent to {0}","ส่งอีเมลถึง {0}",Translated
4186,"Emails salary slip to employee based on preferred email selected in Employee","",Untranslated
4190,"Employee","พนักงาน",Translated
4203,"Employee A/C Number","",Untranslated
4207,"Employee Advance","เงินล่วงหน้าพนักงาน",Translated
4216,"Employee Advance Balance","",Untranslated
4220,"Employee Advance Summary","",Untranslated
4229,"Employee Advances","เงินทดรองจ่ายพนักงาน",Translated
4236,"Employee Analytics","",Untranslated
4243,"Employee Attendance Tool","",Untranslated
4248,"Employee Benefit Application","",Untranslated
4255,"Employee Benefit Application Detail","",Untranslated
4262,"Employee Benefit Claim","",Untranslated
4271,"Employee Benefits","",Untranslated
4276,"Employee Birthday","",Untranslated
4286,"Employee Boarding Activity","",Untranslated
4290,"Employee Checkin","",Untranslated
4295,"Employee Checkin History","",Untranslated
4326,"Employee Cost Center","",Untranslated
4333,"Employee Details","",Untranslated
4339,"Employee Emails","",Untranslated
4345,"Employee Exit","",Untranslated
4354,"Employee Exit Settings","",Untranslated
4361,"Employee Exits","",Untranslated
4366,"Employee Feedback Criteria","",Untranslated
4393,"Employee Feedback Rating","",Untranslated
4401,"Employee Grade","",Untranslated
4406,"Employee Grievance","",Untranslated
4411,"Employee Group","กลุ่มพนักงาน",Translated
4418,"Employee Health Insurance","",Untranslated
4423,"Employee Hours Utilization Based On Timesheet","",Untranslated
4430,"Employee Image","",Untranslated
4435,"Employee Incentive","",Untranslated
4444,"Employee Info","",Untranslated
4449,"Employee Information","",Untranslated
4458,"Employee Journey","",Untranslated
4467,"Employee Leave Balance","",Untranslated
4472,"Employee Leave Balance Summary","",Untranslated
4476,"Employee Lifecycle","",Untranslated
4592,"Employee Loan","",Untranslated
4597,"Employee Name","ชื่อพนักงาน",Translated
4602,"Employee Naming By","",Untranslated
4610,"Employee Number","หมายเลขพนักงาน",Translated
4620,"Employee Onboarding","",Untranslated
4624,"Employee Onboarding Template","",Untranslated
4629,"Employee Onboarding: {0} already exists for Job Applicant: {1}","",Untranslated
4637,"Employee Other Income","",Untranslated
4646,"Employee Performance Feedback","",Untranslated
4652,"Employee Promotion","",Untranslated
4656,"Employee Promotion Details","",Untranslated
4661,"Employee Promotion cannot be submitted before Promotion Date","",Untranslated
4671,"Employee Property History","",Untranslated
4675,"Employee Referral","",Untranslated
4679,"Employee Referral {0} is not applicable for referral bonus.","",Untranslated
4685,"Employee Referrals","",Untranslated
4690,"Employee Responsible ","",Untranslated
4698,"Employee Retained","",Untranslated
4708,"Employee Separation","",Untranslated
4714,"Employee Separation Template","",Untranslated
4719,"Employee Settings","",Untranslated
4726,"Employee Skill","",Untranslated
4731,"Employee Skill Map","",Untranslated
4739,"Employee Skills","",Untranslated
4744,"Employee Status","",Untranslated
4752,"Employee Tax Exemption Category","",Untranslated
4759,"Employee Tax Exemption Declaration","",Untranslated
4766,"Employee Tax Exemption Declaration Category","",Untranslated
4771,"Employee Tax Exemption Proof Submission","",Untranslated
4778,"Employee Tax Exemption Proof Submission Detail","",Untranslated
4783,"Employee Tax Exemption Sub Category","",Untranslated
4790,"Employee Training","",Untranslated
4795,"Employee Transfer","",Untranslated
4801,"Employee Transfer Detail","",Untranslated
4805,"Employee Transfer Details","",Untranslated
4809,"Employee Transfer cannot be submitted before Transfer Date","",Untranslated
4814,""Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here."","",Untranslated
4820,"Employee name","",Untranslated
4824,"Employee records are created using the selected option","",Untranslated
4828,"Employee was marked Absent due to missing Employee Checkins.","",Untranslated
4832,"Employee was marked Absent for not meeting the working hours threshold.","",Untranslated
4836,"Employee was marked Absent for other half due to missing Employee Checkins.","",Untranslated
4840,"Employee {0} already has an Attendance Request {1} that overlaps with this period","",Untranslated
4844,"Employee {0} already has an active Shift {1}: {2} that overlaps within this period.","",Untranslated
4848,"Employee {0} already submitted an application {1} for the payroll period {2}","",Untranslated
4852,"Employee {0} has already applied for Shift {1}: {2} that overlaps within this period","",Untranslated
4856,"Employee {0} has already applied for {1} between {2} and {3} : {4}","",Untranslated
4860,"Employee {0} has no maximum benefit amount","",Untranslated
4864,"Employee {0} is not active or does not exist","",Untranslated
4868,"Employee {0} is on Leave on {1}","",Untranslated
4872,"Employee {0} not found in Training Event Participants.","",Untranslated
4876,"Employee {0} on Half day on {1}","",Untranslated
4880,"Employee {0} relieved on {1} must be set as 'Left'","",Untranslated
4893,"Employee: {0} have to complete minimum {1} years for gratuity","",Untranslated
4903,"Employees","พนักงาน",Translated
4908,"Employees HTML","",Untranslated
4912,"Employees Working on a Holiday","",Untranslated
4918,"Employees cannot give feedback to themselves. Use {0} instead: {1}","",Untranslated
4922,"Employees on Half Day HTML","",Untranslated
4926,"Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?","",Untranslated
4930,"Employees without Feedback: {0}","",Untranslated
4939,"Employees without Goals: {0}","",Untranslated
4958,"Employees working on a holiday","",Untranslated
4963,"Employment Type","",Untranslated
4968,"Enable Auto Attendance","",Untranslated
4973,"Enable Early Exit Marking","",Untranslated
4977,"Enable Late Entry Marking","",Untranslated
4985,"Enable Push Notifications","",Untranslated
4989,"Enabled","เปิดใช้งานแล้ว",Translated
4994,"Enabling Push Notifications...","",Untranslated
5000,"Encashment","",Untranslated
5005,"Encashment Amount","",Untranslated
5010,"Encashment Date","",Untranslated
5014,"Encashment Days","",Untranslated
5018,"Encashment Days cannot exceed {0} {1} as per Leave Type settings","",Untranslated
5024,"Encashment Limit Applied","",Untranslated
5028,"Encrypt Salary Slips in Emails","",Untranslated
5053,"End","",Untranslated
5057,"End Date","",Untranslated
5066,"End Date cannot be before Start Date","",Untranslated
5070,"End Time","",Untranslated
5074,"End date: {0}","",Untranslated
5079,"End time cannot be before start time","",Untranslated
5084,"Energy Point Log","",Untranslated
5089,"Energy Point Rule","",Untranslated
5094,"Energy Point Settings","",Untranslated
5098,"Energy Points","",Untranslated
5102,"Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.","",Untranslated
5106,"Enter the number of leaves you want to allocate for the period.","",Untranslated
5121,"Enter {0}","",Untranslated
5126,"Error","ข้อผิดพลาด",Translated
5131,"Error Log","บันทึกข้อผิดพลาด",Translated
5135,"Error Message","ข้อความข้อผิดพลาด",Translated
5139,"Error creating {0}","",Untranslated
5143,"Error deleting {0}","",Untranslated
5147,"Error in formula or condition","",Untranslated
5151,"Error in formula or condition: {0} in Income Tax Slab","",Untranslated
5155,"Error in some rows","",Untranslated
5159,"Error updating {0}","",Untranslated
5165,"Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description}","",Untranslated
5169,"Estimated Cost Per Position","",Untranslated
5174,"Evaluation","",Untranslated
5178,"Evaluation Date","",Untranslated
5183,"Evaluation Method cannot be changed as there are existing appraisals created for this cycle","",Untranslated
5187,"Event Details","",Untranslated
5192,"Event Link","",Untranslated
5200,"Event Location","",Untranslated
5205,"Event Name","",Untranslated
5210,"Event Status","",Untranslated
5215,"Every 2 Weeks","",Untranslated
5220,"Every 3 Weeks","",Untranslated
5226,"Every 4 Weeks","",Untranslated
5231,"Every Valid Check-in and Check-out","",Untranslated
5235,"Every Week","",Untranslated
5239,""Everyone, let’s congratulate them on their work anniversary!"","",Untranslated
5244,""Everyone, let’s congratulate {0} on their birthday."","",Untranslated
5253,"Exam","",Untranslated
5257,"Exchange Rate","อัตราแลกเปลี่ยน",Translated
5261,"Exchange Rate cannot be zero.","",Untranslated
5265,"Exclude Holidays","",Untranslated
5274,"Excluded {0} Non-Encashable Leaves for {1}","",Untranslated
5279,"Exempted from Income Tax","",Untranslated
5288,"Exemption","",Untranslated
5294,"Exemption Category","",Untranslated
5303,"Exemption Proofs","",Untranslated
5307,"Exemption Sub Category","",Untranslated
5313,"Existing Record","",Untranslated
5319,"Exit Confirmed","",Untranslated
5327,"Exit Details","",Untranslated
5331,"Exit Interview","",Untranslated
5337,"Exit Interview Pending","",Untranslated
5341,"Exit Interview Summary","",Untranslated
5348,"Exit Interview {0} already exists for Employee: {1}","",Untranslated
5355,"Exit Questionnaire","",Untranslated
5361,"Exit Questionnaire Notification","",Untranslated
5365,"Exit Questionnaire Notification Template","",Untranslated
5372,"Exit Questionnaire Pending","",Untranslated
5377,"Exit Questionnaire Web Form","",Untranslated
5385,"Expand All","ขยายทั้งหมด",Translated
5390,"Expected Average Rating","",Untranslated
5396,"Expected By","",Untranslated
5401,"Expected Compensation","",Untranslated
5406,"Expected Skill Set","",Untranslated
5412,"Expected Skillset","",Untranslated
5419,"Expense","ค่าใช้จ่าย",Translated
5427,"Expense Account","บัญชีค่าใช้จ่าย",Translated
5433,"Expense Approver","",Untranslated
5448,"Expense Approver Mandatory In Expense Claim","",Untranslated
5453,"Expense Claim","การเรียกร้องค่าใช้จ่าย",Translated
5458,"Expense Claim Account","",Untranslated
5463,"Expense Claim Advance","",Untranslated
5467,"Expense Claim Detail","",Untranslated
5478,"Expense Claim Summary","",Untranslated
5482,"Expense Claim Type","",Untranslated
5486,"Expense Claim for Vehicle Log {0}","",Untranslated
5493,"Expense Claim {0} already exists for the Vehicle Log","",Untranslated
5498,"Expense Claims","",Untranslated
5502,"Expense Date","",Untranslated
5508,"Expense Item","",Untranslated
5512,"Expense Proof","",Untranslated
5519,"Expense Tax","",Untranslated
5524,"Expense Taxes and Charges","",Untranslated
5531,"Expense Type","",Untranslated
5537,"Expenses","ค่าใช้จ่าย",Translated
5541,"Expenses & Advances","",Untranslated
5547,"Expire Allocation","",Untranslated
5551,"Expire Carry Forwarded Leaves (Days)","",Untranslated
5557,"Expire Leaves","",Untranslated
5562,"Expired","หมดอายุ",Translated
5566,"Expired Leave(s)","",Untranslated
5571,"Expired Leaves","",Untranslated
5575,"Explanation","",Untranslated
5579,"Export","ส่งออก",Translated
5584,"Exporting...","",Untranslated
5588,"Failed","",Untranslated
5592,"Failed to create/submit {0} for employees:","",Untranslated
5596,"Failed to delete defaults for country {0}.","",Untranslated
5600,"Failed to download Salary Slip PDF","",Untranslated
5604,"Failed to send the Interview Reschedule notification. Please configure your email account.","",Untranslated
5608,"Failed to setup defaults for country {0}.","",Untranslated
5612,"Failed to submit some leave policy assignments:","",Untranslated
5616,"Failed to update the Job Applicant status","",Untranslated
5621,"Failed to {0} {1} for employees:","",Untranslated
5627,"Failure","ความล้มเหลว",Translated
5632,"Failure Details","",Untranslated
5648,"Feb","",Untranslated
5652,"Feedback","ข้อเสนอแนะ",Translated
5659,"Feedback Count","",Untranslated
5665,"Feedback HTML","",Untranslated
5671,"Feedback Ratings","",Untranslated
5675,"Feedback Reminder Notification Template","",Untranslated
5680,"Feedback Score","",Untranslated
5684,"Feedback Submitted","",Untranslated
5688,"Feedback Summary","",Untranslated
5692,"Feedback already submitted for the Interview {0}. Please cancel the previous Interview Feedback {1} to continue.","",Untranslated
5696,"Feedback cannot be recorded for an absent Employee.","",Untranslated
5703,"Feedback {0} added successfully","",Untranslated
5707,"Fetch Geolocation","",Untranslated
5711,"Fetch Shift","",Untranslated
5716,"Fetch Shifts","",Untranslated
5720,"Fetching Employees","",Untranslated
5724,"Fetching Shift","",Untranslated
5729,"Fetching your geolocation","",Untranslated
5733,"Field Name","",Untranslated
5738,"File Preview","",Untranslated
5743,"Fill the form and save it","",Untranslated
5747,"Filled","",Untranslated
5753,"Filter Based On","",Untranslated
5763,"Filter Employees","",Untranslated
5771,"Filter List","",Untranslated
5778,"Filters","",Untranslated
5785,"Final Decision","",Untranslated
5790,"Final Score","",Untranslated
5796,"Final Score Formula","",Untranslated
5801,"First Check-in and Last Check-out","",Untranslated
5806,"First Day","",Untranslated
5810,"First Name ","",Untranslated
5814,"Fiscal Year","ปีงบประมาณ",Translated
5819,"Fiscal Year {0} not found","",Untranslated
5824,"Fleet Management","",Untranslated
5830,"Fleet Manager","ผู้จัดการยานพาหนะ",Translated
5835,"Flexible Benefits","",Untranslated
5839,"Flight","",Untranslated
5844,"FnF Pending","",Untranslated
5848,"Follow via Email","",Untranslated
5853,"Food","",Untranslated
5860,"For Designation ","",Untranslated
5867,"For Employee","",Untranslated
5874,""For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field."","",Untranslated
5887,"Formula","",Untranslated
5893,"Fortnightly","",Untranslated
5899,"Fraction of Applicable Earnings ","",Untranslated
5905,"Fraction of Daily Salary for Half Day","",Untranslated
5909,"Fraction of Daily Salary per Leave","",Untranslated
5913,"Fractional Cost","",Untranslated
5920,"Frappe HR","",Untranslated
5925,"Frequency","ความถี่",Translated
5929,"Friday","วันศุกร์",Translated
5934,"From","จาก",Translated
5981,"From Amount","",Untranslated
5986,"From Date","จากวันที่",Translated
5990,"From Date cannot be greater than To Date","จากวันที่ต้องไม่มากกว่าถึงวันที่",Translated
5994,"From Date must come before To Date","",Untranslated
5998,"From Date {0} cannot be after employee's relieving Date {1}","",Untranslated
6003,"From Date {0} cannot be before employee's joining Date {1}","",Untranslated
6008,"From Employee","จากพนักงาน",Translated
6013,"From Time","จากเวลา",Translated
6017,"From User","จากผู้ใช้",Translated
6021,"From date can not be less than employee's joining date","",Untranslated
6025,"From date can not be less than employee's joining date.","",Untranslated
6029,""From here, you can enable encashment for the balance leaves."","",Untranslated
6034,"From {0} to {1}","",Untranslated
6039,"From(Year)","",Untranslated
6043,"Fuchsia","",Untranslated
6047,"Fuel Expense","",Untranslated
6053,"Fuel Expenses","",Untranslated
6059,"Fuel Price","",Untranslated
6066,"Fuel Qty","",Untranslated
6071,"Full Name","ชื่อเต็ม",Translated
6076,"Full and Final Asset","",Untranslated
6084,"Full and Final Outstanding Statement","",Untranslated
6088,"Full and Final Statement","คำแถลงสุดท้ายและสมบูรณ์",Translated
6093,"Full-time","",Untranslated
6099,"Fully Sponsored","",Untranslated
6105,"Funded Amount","",Untranslated
6109,"Future Income Tax","",Untranslated
6114,"Future dates not allowed","",Untranslated
6121,"Gender","",Untranslated
6128,"General Ledger","",Untranslated
6132,"Geolocation","",Untranslated
6137,"Geolocation Error","",Untranslated
6141,"Geolocation is not supported by your current browser","",Untranslated
6152,"Get Details From Declaration","",Untranslated
6157,"Get Employees","",Untranslated
6162,"Get Job Requisitions","",Untranslated
6166,"Get Template","",Untranslated
6170,"Get the app on your device for easy access & a better experience!","",Untranslated
6176,"Get the app on your iPhone for easy access & a better experience","",Untranslated
6180,"Gluten Free","",Untranslated
6184,"Go to Login","",Untranslated
6195,"Go to Reset Password page","",Untranslated
6200,"Goal","",Untranslated
6205,"Goal Completion (%)","",Untranslated
6210,"Goal Score","",Untranslated
6215,"Goal Score (%)","",Untranslated
6219,"Goal Score (weighted)","",Untranslated
6223,"Goal progress percentage cannot be more than 100.","",Untranslated
6227,"Goal should be aligned with the same KRA as its parent goal.","",Untranslated
6231,"Goal should be owned by the same employee as its parent goal.","",Untranslated
6235,"Goal should belong to the same Appraisal Cycle as its parent goal.","",Untranslated
6241,"Goal updated successfully","",Untranslated
6245,"Goals","",Untranslated
6256,"Goals updated successfully","",Untranslated
6261,"Grade","",Untranslated
6271,"Grand Total","ยอดรวมทั้งหมด",Translated
6276,"Gratuity","",Untranslated
6283,"Gratuity Applicable Component","",Untranslated
6288,"Gratuity Rule","",Untranslated
6293,"Gratuity Rule Slab","",Untranslated
6298,"Green","สีเขียว",Translated
6304,"Grievance","",Untranslated
6310,"Grievance Against","",Untranslated
6316,"Grievance Against Party","",Untranslated
6325,"Grievance Details","",Untranslated
6329,"Grievance Type","",Untranslated
6338,"Gross Earnings","",Untranslated
6343,"Gross Pay","",Untranslated
6348,"Gross Pay (Company Currency)","",Untranslated
6354,"Gross Year To Date","",Untranslated
6358,"Gross Year To Date(Company Currency)","",Untranslated
6362,"Group","กลุ่ม",Translated
6366,"Group By","จัดกลุ่มตาม",Translated
6370,"Group goal's progress is auto-calculated based on the child goals.","",Untranslated
6374,"HR","",Untranslated
6378,"HR & Payroll","",Untranslated
6383,"HR & Payroll Settings","",Untranslated
6458,"HR Dashboard","",Untranslated
6466,"HR Manager","",Untranslated
6540,"HR Settings","",Untranslated
6544,"HR User","",Untranslated
6558,"HRMS","",Untranslated
6568,"Half Day","ครึ่งวัน",Translated
6572,"Half Day Date","",Untranslated
6576,"Half Day Date is mandatory","",Untranslated
6580,"Half Day Date should be between From Date and To Date","",Untranslated
6586,"Half Day Date should be in between Work From Date and Work End Date","",Untranslated
6590,"Half Day Marked Employee Header","",Untranslated
6595,"Half Day Records","",Untranslated
6599,"Half Yearly","ครึ่งปี",Translated
6605,"Half day date should be in between from date and to date","",Untranslated
6610,"Half-Yearly","ครึ่งปี",Translated
6614,"Has Certificate","มีใบรับรอง",Translated
6620,"Health Insurance","",Untranslated
6624,"Health Insurance Name","",Untranslated
6628,"Health Insurance No","",Untranslated
6632,"Health Insurance Provider","",Untranslated
6637,"Hello","สวัสดี",Translated
6641,"Help","ช่วยเหลือ",Translated
6645,"Hey {}! This email is to remind you about the upcoming holidays.","",Untranslated
6649,""Hey, {0} 👋"","",Untranslated
6655,"Hiring Count","",Untranslated
6660,"Hiring Settings","",Untranslated
6666,"Hold","ระงับ",Translated
6682,"Holiday","วันหยุด",Translated
6687,"Holiday List","รายการวันหยุด",Translated
6692,"Holiday List for Optional Leave","",Untranslated
6696,"Holidays","วันหยุด",Translated
6700,"Holidays this Month.","",Untranslated
6704,"Holidays this Week.","",Untranslated
6710,"Home","หน้าแรก",Translated
6717,"Horizontal Break","",Untranslated
6722,"Hour Rate","อัตราต่อชั่วโมง",Translated
6727,"Hour Rate (Company Currency)","",Untranslated
6731,"Hours","ชั่วโมง",Translated
6735,"House rent paid days overlapping with {0}","",Untranslated
6739,"House rented dates required for exemption calculation","",Untranslated
6743,"House rented dates should be atleast 15 days apart","",Untranslated
6747,"IFSC","",Untranslated
6752,"IFSC Code","",Untranslated
6757,"IN","",Untranslated
6766,"Identification Document Number","",Untranslated
6772,"Identification Document Type","",Untranslated
6778,""If checked, Payroll Payable will be booked against each employee"","",Untranslated
6784,""If checked, hides and disables Rounded Total field in Salary Slips"","",Untranslated
6790,""If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission."","",Untranslated
6796,""If enabled, Tax Exemption Declaration will be considered for income tax calculation."","",Untranslated
6802,""If enabled, auto attendance will be marked on holidays if Employee Checkins exist"","",Untranslated
6808,""If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid"","",Untranslated
6814,""If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs"","",Untranslated
6820,""If enabled, the component will be considered in the Income Tax Deductions report"","",Untranslated
6826,""If enabled, the component will not be displayed in the salary slip if the amount is zero"","",Untranslated
6832,""If enabled, the total no. of applications received for this opening will be displayed on the website"","",Untranslated
6838,""If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. "","",Untranslated
6844,""If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day"","",Untranslated
6850,""If not checked, the list will have to be added to each Department where it has to be applied."","",Untranslated
6855,""If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. "","",Untranslated
6859,""If set, the job opening will be closed automatically after this date"","",Untranslated
6865,""If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll."","",Untranslated
6870,"Import Attendance","",Untranslated
6874,"Import Log","บันทึกการนำเข้า",Translated
6878,"Import Successful","นำเข้าสำเร็จ",Translated
6887,"Importing {0} of {1}","กำลังนำเข้า {0} ของ {1}",Translated
6895,"In Process","อยู่ในกระบวนการ",Translated
6901,"In Progress","กำลังดำเนินการ",Translated
6905,"In Time","",Untranslated
6918,""In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status"","",Untranslated
6924,"Inactive","ไม่ใช้งาน",Translated
6930,"Incentive","",Untranslated
6935,"Incentive Amount","",Untranslated
6939,"Incentives","แรงจูงใจ",Translated
6944,"Include Company Descendants","",Untranslated
6950,"Include Holidays","",Untranslated
6955,"Include holidays in Total no. of Working Days","",Untranslated
6961,"Include holidays within leaves as leaves","",Untranslated
6965,"Income Source","",Untranslated
6971,"Income Tax Amount","",Untranslated
6975,"Income Tax Breakup","",Untranslated
6985,"Income Tax Component","",Untranslated
6991,"Income Tax Computation","",Untranslated
7000,"Income Tax Deducted Till Date","",Untranslated
7017,"Income Tax Deductions","",Untranslated
7022,"Income Tax Slab","",Untranslated
7026,"Income Tax Slab Other Charges","",Untranslated
7030,"Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1}","",Untranslated
7034,"Income Tax Slab must be effective on or before Payroll Period Start Date: {0}","",Untranslated
7038,"Income Tax Slab not set in Salary Structure Assignment: {0}","",Untranslated
7044,"Income Tax Slab: {0} is disabled","",Untranslated
7048,"Income from Other Sources","",Untranslated
7054,"Incorrect Weightage Allocation","",Untranslated
7059,""Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired"","",Untranslated
7063,"Inspection","",Untranslated
7068,"Install","",Untranslated
7072,"Install Frappe HR","",Untranslated
7076,"Insufficient Balance","",Untranslated
7082,"Insufficient leave balance for Leave Type {0}","",Untranslated
7087,"Interest","ดอกเบี้ย",Translated
7093,"Interest Amount","",Untranslated
7098,"Interest Income Account","",Untranslated
7102,"Intermediate","ระดับกลาง",Translated
7107,"Intern","",Untranslated
7112,"International","",Untranslated
7123,"Internet","",Untranslated
7128,"Interview","",Untranslated
7134,"Interview Detail","",Untranslated
7142,"Interview Details","",Untranslated
7150,"Interview Feedback","",Untranslated
7154,"Interview Feedback Reminder","",Untranslated
7158,"Interview Feedback {0} submitted successfully","",Untranslated
7166,"Interview Not Rescheduled","",Untranslated
7172,"Interview Reminder","",Untranslated
7176,"Interview Reminder Notification Template","",Untranslated
7188,"Interview Rescheduled successfully","",Untranslated
7192,"Interview Round","",Untranslated
7196,"Interview Round {0} is only applicable for the Designation {1}","",Untranslated
7200,"Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2}","",Untranslated
7205,"Interview Scheduled Date","",Untranslated
7214,"Interview Status","",Untranslated
7223,"Interview Summary","",Untranslated
7227,"Interview Type","",Untranslated
7239,"Interview: {0} Rescheduled","",Untranslated
7250,"Interviewer","",Untranslated
7255,"Interviewers","",Untranslated
7265,"Interviews","",Untranslated
7270,"Introduction","การแนะนำ",Translated
7274,"Invalid","ไม่ถูกต้อง",Translated
7278,"Invalid Action","การกระทำไม่ถูกต้อง",Translated
7282,"Invalid Additional Salary","",Untranslated
7286,"Invalid Cost Center","ศูนย์ต้นทุนไม่ถูกต้อง",Translated
7290,"Invalid Dates","",Untranslated
7294,"Invalid Leave Ledger Entry","",Untranslated
7299,"Invalid Payroll Payable Account. The account currency must be {0} or {1}","",Untranslated
7303,"Invalid Shift Times","",Untranslated
7308,"Invalid parameters provided. Please pass the required arguments.","",Untranslated
7314,"Investigated","",Untranslated
7319,"Investigation Details","",Untranslated
7324,"Invited","",Untranslated
7337,"Invoice Ref","",Untranslated
7343,"Is Active","",Untranslated
7351,"Is Applicable for Referral Bonus","",Untranslated
7356,"Is Carry Forward","",Untranslated
7360,"Is Compensatory","",Untranslated
7365,"Is Compensatory Leave","",Untranslated
7371,"Is Default","",Untranslated
7377,"Is Earned Leave","",Untranslated
7384,"Is Expired","",Untranslated
7389,"Is Flexible Benefit","",Untranslated
7395,"Is Group","เป็นกลุ่ม",Translated
7403,"Is Income Tax Component","",Untranslated
7408,"Is Leave Without Pay","",Untranslated
7413,"Is Mandatory","เป็นสิ่งจำเป็น",Translated
7418,"Is Optional Leave","",Untranslated
7423,"Is Paid","ชำระแล้ว",Translated
7428,"Is Partially Paid Leave","",Untranslated
7434,"Is Recurring","",Untranslated
7440,"Is Recurring Additional Salary","",Untranslated
7446,"Is Salary Released","",Untranslated
7453,"Is Salary Withheld","",Untranslated
7458,"Is Tax Applicable","",Untranslated
7477,"Jan","",Untranslated
7482,"Job Applicant","",Untranslated
7486,"Job Applicant Source","",Untranslated
7490,"Job Applicant {0} created successfully.","",Untranslated
7495,"Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1}","",Untranslated
7502,"Job Application Route","",Untranslated
7515,"Job Description","",Untranslated
7520,"Job Offer","",Untranslated
7527,"Job Offer Term","",Untranslated
7532,"Job Offer Term Template","",Untranslated
7536,"Job Offer Terms","",Untranslated
7540,"Job Offer status","",Untranslated
7554,"Job Offer: {0} is already for Job Applicant: {1}","",Untranslated
7558,"Job Opening","",Untranslated
7562,"Job Opening Associated","",Untranslated
7566,"Job Openings","",Untranslated
7575,"Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1}","",Untranslated
7579,"Job Requisition","",Untranslated
7584,"Job Requisition {0} has been associated with Job Opening {1}","",Untranslated
7590,"Job Title","",Untranslated
7595,""Job profile, qualifications required etc."","",Untranslated
7604,"Jobs","",Untranslated
7616,"Joining Date","",Untranslated
7621,"Journal Entry","",Untranslated
7626,"July","",Untranslated
7639,"June","",Untranslated
7645,"KRA","",Untranslated
7649,"KRA Evaluation Method","",Untranslated
7654,"KRA updated for all child goals.","",Untranslated
7662,"KRA vs Goals","",Untranslated
7667,"KRAs","",Untranslated
7672,"Key Performance Area","",Untranslated
7677,"Key Reports","",Untranslated
7682,"Key Responsibility Area","",Untranslated
7687,"Key Result Area","",Untranslated
7693,"Last Day","",Untranslated
7698,"Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.","",Untranslated
7703,"Last Name","นามสกุล",Translated
7708,"Last Odometer Value ","",Untranslated
7712,"Last Sync of Checkin","",Untranslated
7716,"Last {0} was at {1}","",Untranslated
7724,"Late Entries","",Untranslated
7730,"Late Entry","",Untranslated
7734,"Late Entry & Early Exit Settings for Auto Attendance","",Untranslated
7739,"Late Entry By","",Untranslated
7746,"Late Entry Grace Period","",Untranslated
7750,"Latitude","ละติจูด",Translated
7754,"Latitude and longitude values are required for checking in.","",Untranslated
7762,"Latitude: {0}°","",Untranslated
7775,"Leave","",Untranslated
7781,"Leave Allocation","",Untranslated
7793,"Leave Allocations","",Untranslated
7797,"Leave Application","",Untranslated
7801,"Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.","",Untranslated
7807,"Leave Approval Notification","",Untranslated
7814,"Leave Approval Notification Template","",Untranslated
7820,"Leave Approver","",Untranslated
7825,"Leave Approver Mandatory In Leave Application","",Untranslated
7831,"Leave Approver Name","",Untranslated
7836,"Leave Balance","",Untranslated
7843,"Leave Balance Before Application","",Untranslated
7848,"Leave Block List","",Untranslated
7854,"Leave Block List Allow","",Untranslated
7859,"Leave Block List Allowed","",Untranslated
7865,"Leave Block List Date","",Untranslated
7871,"Leave Block List Dates","",Untranslated
7875,"Leave Block List Name","",Untranslated
7882,"Leave Blocked","",Untranslated
7887,"Leave Control Panel","",Untranslated
7894,"Leave Details","",Untranslated
7900,"Leave Encashment","",Untranslated
7904,"Leave Encashment Amount Per Day","",Untranslated
7909,"Leave History","",Untranslated
7915,"Leave Ledger","",Untranslated
7919,"Leave Ledger Entry","",Untranslated
7938,""Leave Ledger Entry's To date needs to be after From date. Currently, From Date is {0} and To Date is {1}"","",Untranslated
7951,"Leave Period","",Untranslated
7961,"Leave Policy","",Untranslated
7965,"Leave Policy Assignment","",Untranslated
7970,"Leave Policy Assignment Overlap","",Untranslated
7975,"Leave Policy Detail","",Untranslated
7979,"Leave Policy Details","",Untranslated
