นี่คือไฟล์ `th_translations_part1.csv` ที่ได้รับการแปลตามคำขอ โดยใช้คำศัพท์จาก `dictionary.md` เพื่อความสอดคล้องในระบบ HRM

```csv
Line Number,msgid,msgstr,Status
1793,"Avg Feedback Score","คะแนนข้อเสนอแนะเฉลี่ย",Translated
1797,"Avg Utilization","การใช้งานเฉลี่ย",Translated
1802,"Avg Utilization (Billed Only)","การใช้งานเฉลี่ย (เฉพาะที่เรียกเก็บเงิน)",Translated
1806,"Awaiting Response","รอการตอบกลับ",Translated
1810,"Backdated Leave Application is restricted. Please set the {} in {}","การยื่นใบลาย้อนหลังถูกจำกัด โปรดตั้งค่า {} ใน {}",Translated
1815,"Bank","ธนาคาร",Translated
1820,"Bank Account","บัญชีธนาคาร",Translated
1825,"Bank Account No","เลขที่บัญชีธนาคาร",Translated
1829,"Bank Details","รายละเอียดธนาคาร",Translated
1835,"Bank Entries","รายการธนาคาร",Translated
1842,"Bank Name","ชื่อธนาคาร",Translated
1848,"Bank Remittance","การโอนเงินผ่านธนาคาร",Translated
1854,"Base","ฐาน",Translated
1859,"Base & Variable","ฐานและผันแปร",Translated
1865,"Begin On (Days)","เริ่มต้นใน (วัน)",Translated
1870,"Begin check-in before shift start time (in minutes)","เริ่มบันทึกเวลาก่อนเวลาเริ่มกะ (นาที)",Translated
1874,"Beginner","ระดับเริ่มต้น",Translated
1878,"Below is the list of upcoming holidays for you:","ด้านล่างนี้คือรายการวันหยุดที่จะมาถึงสำหรับคุณ:",Translated
1889,"Benefit","สวัสดิการ",Translated
1893,"Benefits","สวัสดิการ",Translated
1897,"Bill Amount","จำนวนเงินในบิล",Translated
1901,"Billed Hours","ชั่วโมงที่เรียกเก็บเงิน",Translated
1914,"Billed Hours (B)","ชั่วโมงที่เรียกเก็บเงิน (B)",Translated
1918,"Bimonthly","รายสองเดือน",Translated
1922,"Birthday Reminder","การแจ้งเตือนวันเกิด",Translated
1927,"Birthday Reminder 🎂","การแจ้งเตือนวันเกิด 🎂",Translated
1932,"Birthdays","วันเกิด",Translated
1937,"Block Date","วันที่ถูกบล็อก",Translated
1942,"Block Days","วันที่ถูกบล็อก",Translated
1947,"Block Holidays on important days.","บล็อกวันหยุดในวันที่สำคัญ",Translated
1953,"Blue","สีน้ำเงิน",Translated
1959,"Body","เนื้อหา",Translated
1964,"Bonus","โบนัส",Translated
1969,"Bonus Amount","จำนวนโบนัส",Translated
1973,"Bonus Payment Date","วันที่จ่ายโบนัส",Translated
2003,"Bonus Payment Date cannot be a past date","วันที่จ่ายโบนัสต้องไม่เป็นวันที่ผ่านมาแล้ว",Translated
2007,"Branch","สาขา",Translated
2011,"Branch: {0}","สาขา: {0}",Translated
2015,"Bulk Assignments","การมอบหมายจำนวนมาก",Translated
2023,"Bulk Leave Policy Assignment","การมอบหมายนโยบายการลาจำนวนมาก",Translated
2029,"Bulk Salary Structure Assignment","การมอบหมายโครงสร้างเงินเดือนจำนวนมาก",Translated
2034,""By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula"",""โดยค่าเริ่มต้น คะแนนสุดท้ายจะคำนวณจากค่าเฉลี่ยของคะแนนเป้าหมาย คะแนนข้อเสนอแนะ และคะแนนการประเมินตนเอง เปิดใช้งานตัวเลือกนี้เพื่อตั้งค่าสูตรที่แตกต่าง"",Translated
2040,"CTC","CTC",Translated
2046,"Calculate Final Score based on Formula","คำนวณคะแนนสุดท้ายตามสูตร",Translated
2051,"Calculate Gratuity Amount Based On","คำนวณเงินบำเหน็จตาม",Translated
2057,"Calculate Payroll Working Days Based On","คำนวณวันทำงานของบัญชีเงินเดือนตาม",Translated
2061,"Calculated in days","คำนวณเป็นวัน",Translated
2065,"Calls","การโทร",Translated
2071,"Campaign","แคมเปญ",Translated
2075,"Cancel","ยกเลิก",Translated
2103,"Cancellation Queued","การยกเลิกอยู่ในคิว",Translated
2107,"Cancelled","ยกเลิกแล้ว",Translated
2111,"Cannot Modify Time","ไม่สามารถแก้ไขเวลาได้",Translated
2115,"Cannot allocate leaves outside the allocation period {0} - {1}","ไม่สามารถจัดสรรวันลานอกช่วงเวลาการจัดสรร {0} - {1} ได้",Translated
2119,"Cannot break shift after end date","ไม่สามารถแบ่งกะหลังวันที่สิ้นสุดได้",Translated
2123,"Cannot break shift before start date","ไม่สามารถแบ่งกะก่อนวันที่เริ่มต้นได้",Translated
2127,"Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1}","ไม่สามารถยกเลิกการมอบหมายกะ: {0} เนื่องจากเชื่อมโยงกับการเข้างาน: {1}",Translated
2131,"Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1}","ไม่สามารถยกเลิกการมอบหมายกะ: {0} เนื่องจากเชื่อมโยงกับการบันทึกเวลาเข้างานของพนักงาน: {1}",Translated
2135,"Cannot create Salary Slip for Employee joining after Payroll Period","ไม่สามารถสร้างสลิปเงินเดือนสำหรับพนักงานที่เริ่มงานหลังรอบการจ่ายเงินเดือนได้",Translated
2139,"Cannot create Salary Slip for Employee who has left before Payroll Period","ไม่สามารถสร้างสลิปเงินเดือนสำหรับพนักงานที่ลาออกก่อนรอบการจ่ายเงินเดือนได้",Translated
2143,"Cannot create a Job Applicant against a closed Job Opening","ไม่สามารถสร้างผู้สมัครงานสำหรับตำแหน่งงานที่ปิดรับสมัครแล้วได้",Translated
2147,"Cannot create or change transactions against an Appraisal Cycle with status {0}.","ไม่สามารถสร้างหรือเปลี่ยนแปลงรายการที่เกี่ยวกับรอบการประเมินผลที่มีสถานะ {0} ได้",Translated
2151,"Cannot find active Leave Period","ไม่พบรอบการลาที่ใช้งานอยู่",Translated
2155,"Cannot mark attendance for an Inactive employee {0}","ไม่สามารถบันทึกการเข้างานสำหรับพนักงานที่ไม่ใช้งาน {0} ได้",Translated
2159,"Cannot submit. Attendance is not marked for some employees.","ไม่สามารถส่งได้ การเข้างานยังไม่ได้ถูกบันทึกสำหรับพนักงานบางคน",Translated
2163,"Cannot update allocation for {0} after submission","ไม่สามารถอัปเดตการจัดสรรสำหรับ {0} หลังจากส่งได้",Translated
2171,"Cannot update status of Goal groups","ไม่สามารถอัปเดตสถานะของกลุ่มเป้าหมายได้",Translated
2177,"Carry Forward","ยอดยกไป",Translated
2181,"Carry Forwarded Leaves","วันลายกไป",Translated
2186,"Casual Leave","ลากิจ",Translated
2191,"Cause of Grievance","สาเหตุของความคับข้องใจ",Translated
2195,"Change","เปลี่ยนแปลง",Translated
2199,"Changing '{0}' to {1}.","กำลังเปลี่ยน '{0}' เป็น {1}",Translated
2204,""Changing KRA in this parent goal will align all the child goals to the same KRA, if any."",""การเปลี่ยนแปลง KRA ในเป้าหมายหลักนี้จะทำให้เป้าหมายย่อยทั้งหมดสอดคล้องกับ KRA เดียวกัน (ถ้ามี)"",Translated
2209,"Chart of Accounts","ผังบัญชี",Translated
2213,"Chart of Cost Centers","ผังศูนย์ต้นทุน",Translated
2217,"Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details","ตรวจสอบ <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> สำหรับรายละเอียดเพิ่มเติม",Translated
2221,"Check Error Log {0} for more details.","ตรวจสอบบันทึกข้อผิดพลาด {0} สำหรับรายละเอียดเพิ่มเติม",Translated
2225,"Check In","บันทึกเวลาเข้า",Translated
2230,"Check Out","บันทึกเวลาออก",Translated
2235,"Check Vacancies On Job Offer Creation","ตรวจสอบตำแหน่งงานว่างเมื่อสร้างการเสนอจ้างงาน",Translated
2239,"Check {0} for more details","ตรวจสอบ {0} สำหรับรายละเอียดเพิ่มเติม",Translated
2244,"Check-in","บันทึกเวลาเข้า",Translated
2248,"Check-in Date","วันที่บันทึกเวลาเข้า",Translated
2253,"Check-out","บันทึกเวลาออก",Translated
2258,"Check-out Date","วันที่บันทึกเวลาออก",Translated
2262,"Checkin Radius","รัศมีการบันทึกเวลาเข้า",Translated
2268,"Child nodes can only be created under 'Group' type nodes","โหนดลูกสามารถสร้างได้ภายใต้โหนดประเภท 'กลุ่ม' เท่านั้น",Translated
2273,"Claim Benefit For","เบิกสวัสดิการสำหรับ",Translated
2278,"Claim Date","วันที่เบิก",Translated
2284,"Claim an Expense","เบิกค่าใช้จ่าย",Translated
2293,"Claimed","เบิกแล้ว",Translated
2299,"Claimed Amount","จำนวนเงินที่เบิก",Translated
2304,"Claims","การเบิก",Translated
2309,"Clear All","ล้างทั้งหมด",Translated
2316,"Clearance Date","วันที่อนุมัติ",Translated
2320,"Cleared","อนุมัติแล้ว",Translated
2325,"Click {0} to change the configuration and then resave salary slip","คลิก {0} เพื่อเปลี่ยนแปลงการกำหนดค่าแล้วบันทึกสลิปเงินเดือนอีกครั้ง",Translated
2331,"Close","ปิด",Translated
2337,"Closed","ปิดแล้ว",Translated
2343,"Closed On","ปิดเมื่อ",Translated
2347,"Closes On","ปิดในวันที่",Translated
2351,"Closes on:","ปิดในวันที่:",Translated
2359,"Closing Balance","ยอดคงเหลือปิดบัญชี",Translated
2364,"Closing Notes","หมายเหตุการปิด",Translated
2369,"Collapse All","ย่อทั้งหมด",Translated
2376,"Color","สี",Translated
2380,"Comments","ความคิดเห็น",Translated
2528,"Commission","ค่าคอมมิชชั่น",Translated
2534,"Company","บริษัท",Translated
2538,"Company Details","รายละเอียดบริษัท",Translated
2549,"Company Information","ข้อมูลบริษัท",Translated
2553,"Compensatory Leave Request","คำขอลาชดเชย",Translated
2573,"Compensatory Off","การหยุดชดเชย",Translated
2578,"Completed","เสร็จสมบูรณ์",Translated
2582,"Completed On","เสร็จสมบูรณ์เมื่อ",Translated
2590,"Completing onboarding","กำลังดำเนินการเริ่มงานใหม่",Translated
2596,"Component","องค์ประกอบ",Translated
2605,"Component properties and references ","คุณสมบัติและการอ้างอิงขององค์ประกอบ",Translated
2611,"Condition","เงื่อนไข",Translated
2616,"Condition & Formula","เงื่อนไขและสูตร",Translated
2622,"Condition and Formula Help","ความช่วยเหลือเกี่ยวกับเงื่อนไขและสูตร",Translated
2628,"Condition and formula","เงื่อนไขและสูตร",Translated
2634,"Conditions","เงื่อนไข",Translated
2639,"Conditions and Formula variable and example","ตัวแปรและตัวอย่างของเงื่อนไขและสูตร",Translated
2644,"Conference","การประชุม",Translated
2648,"Confirm","ยืนยัน",Translated
2655,"Confirm {0}","ยืนยัน {0}",Translated
2659,"Connections","การเชื่อมต่อ",Translated
2666,"Consider Grace Period","พิจารณาระยะเวลาผ่อนผัน",Translated
2670,"Consider Marked Attendance on Holidays","พิจารณาการเข้างานที่บันทึกไว้ในวันหยุด",Translated
2677,"Consider Tax Exemption Declaration","พิจารณาการแจ้งขอยกเว้นภาษี",Translated
2681,"Consider Unmarked Attendance As","ถือว่าการเข้างานที่ไม่ได้บันทึกเป็น",Translated
2686,"Consolidate Leave Types","รวมประเภทการลา",Translated
2690,"Contact Email","อีเมลติดต่อ",Translated
2695,"Contact Information","ข้อมูลติดต่อ",Translated
2704,"Contact No.","เบอร์ติดต่อ",Translated
2708,"Contact Number","เบอร์โทรศัพท์",Translated
2712,"Continue","ดำเนินการต่อ",Translated
2717,"Contract","สัญญา",Translated
2723,"Copy of Invitation/Announcement","สำเนาคำเชิญ/ประกาศ",Translated
2743,"Cost","ต้นทุน",Translated
2749,"Cost Center","ศูนย์ต้นทุน",Translated
2754,"Cost Centers","ศูนย์ต้นทุน",Translated
2760,"Costing","การคำนวณต้นทุน",Translated
2764,"Costing Details","รายละเอียดการคำนวณต้นทุน",Translated
2768,"Could not submit some Salary Slips: {}","ไม่สามารถส่งสลิปเงินเดือนบางรายการได้: {}",Translated
2772,"Could not update Goal","ไม่สามารถอัปเดตเป้าหมายได้",Translated
2777,"Could not update goals","ไม่สามารถอัปเดตเป้าหมายได้",Translated
2781,"Country","ประเทศ",Translated
2785,"Country Fixture Deletion Failed","การลบข้อมูลพื้นฐานของประเทศล้มเหลว",Translated
2792,"Country Setup failed","การตั้งค่าประเทศล้มเหลว",Translated
2797,"Course","หลักสูตร",Translated
2822,"Cover Letter","จดหมายสมัครงาน",Translated
2826,"Create","สร้าง",Translated
2831,"Create Additional Salary","สร้างเงินเดือนเพิ่มเติม",Translated
2835,"Create Appraisals","สร้างการประเมินผล",Translated
2840,"Create Employee","สร้างพนักงาน",Translated
2844,"Create Interview","สร้างการสัมภาษณ์",Translated
2848,"Create Job Applicant","สร้างผู้สมัครงาน",Translated
2852,"Create Job Opening","สร้างตำแหน่งงานว่าง",Translated
2858,"Create Journal Entry","สร้างรายการสมุดรายวัน",Translated
2862,"Create New Employee Id","สร้างรหัสพนักงานใหม่",Translated
2866,"Create Payment Entry","สร้างรายการชำระเงิน",Translated
2872,"Create Salary Slip","สร้างสลิปเงินเดือน",Translated
2878,"Create Salary Slips","สร้างสลิปเงินเดือน",Translated
2884,"Create Separate Payment Entry Against Benefit Claim","สร้างรายการชำระเงินแยกต่างหากสำหรับการเบิกสวัสดิการ",Translated
2888,"Create Shifts After","สร้างกะหลังจาก",Translated
2892,"Creating Appraisals","กำลังสร้างการประเมินผล",Translated
2896,"Creating Payment Entries......","กำลังสร้างรายการชำระเงิน......",Translated
2900,"Creating Salary Slips...","กำลังสร้างสลิปเงินเดือน...",Translated
2904,"Creating {0}...","กำลังสร้าง {0}...",Translated
2908,"Creation Date","วันที่สร้าง",Translated
2912,"Creation Failed","การสร้างล้มเหลว",Translated
2916,"Creation of Salary Structure Assignments has been queued. It may take a few minutes.","การสร้างการมอบหมายโครงสร้างเงินเดือนอยู่ในคิว อาจใช้เวลาสักครู่",Translated
2923,"Creation of {0} has been queued. It may take a few minutes.","การสร้าง {0} อยู่ในคิว อาจใช้เวลาสักครู่",Translated
2929,"Criteria","เกณฑ์",Translated
2977,"Criteria based on which employee should be rated in Performance Feedback and Self Appraisal","เกณฑ์ที่ใช้ในการให้คะแนนพนักงานในข้อเสนอแนะด้านประสิทธิภาพและการประเมินตนเอง",Translated
2983,"Currency","สกุลเงิน",Translated
2987,"Currency ","สกุลเงิน",Translated
2993,"Currency of selected Income Tax Slab should be {0} instead of {1}","สกุลเงินของขั้นภาษีเงินได้ที่เลือกควรเป็น {0} แทนที่จะเป็น {1}",Translated
2998,"Current","ปัจจุบัน",Translated
3003,"Current CTC","CTC ปัจจุบัน",Translated
3008,"Current Count","จำนวนปัจจุบัน",Translated
3013,"Current Employer ","นายจ้างปัจจุบัน",Translated
3019,"Current Job Title","ตำแหน่งงานปัจจุบัน",Translated
3023,"Current Month Income Tax","ภาษีเงินได้เดือนปัจจุบัน",Translated
3028,"Current Odometer Value should be greater than Last Odometer Value {0}","ค่ามาตรวัดระยะทางปัจจุบันควรมากกว่าค่ามาตรวัดระยะทางล่าสุด {0}",Translated
3033,"Current Odometer value ","ค่ามาตรวัดระยะทางปัจจุบัน",Translated
3039,"Current Openings","ตำแหน่งงานว่างปัจจุบัน",Translated
3046,"Current Slab","ขั้นปัจจุบัน",Translated
3050,"Current Work Experience","ประสบการณ์ทำงานปัจจุบัน",Translated
3056,""Currently, there is no {0} leave period for this date to create/update leave allocation."",""ปัจจุบัน ไม่มีรอบการลา {0} สำหรับวันที่นี้เพื่อสร้าง/อัปเดตการจัดสรรวันลา"",Translated
3061,"Custom Range","ช่วงที่กำหนดเอง",Translated
3066,"Customer","ลูกค้า",Translated
3071,"Cyan","สีฟ้า",Translated
3076,"Cycle Name","ชื่อรอบ",Translated
3089,"Cycles","รอบ",Translated
3098,"Daily","รายวัน",Translated
3111,"Daily Work Summary","สรุปงานประจำวัน",Translated
3116,"Daily Work Summary Group","กลุ่มสรุปงานประจำวัน",Translated
3125,"Daily Work Summary Group User","ผู้ใช้กลุ่มสรุปงานประจำวัน",Translated
3138,"Daily Work Summary Replies","การตอบกลับสรุปงานประจำวัน",Translated
3159,"Dashboard","แดชบอร์ด",Translated
3164,"Date","วันที่",Translated
3169,"Date ","วันที่",Translated
3173,"Date Range","ช่วงวันที่",Translated
3180,"Date is repeated","วันที่ซ้ำซ้อน",Translated
3199,"Date of Birth","วันเกิด",Translated
3205,"Date of Joining","วันที่เริ่มงาน",Translated
3210,"Dates & Reason","วันที่และเหตุผล",Translated
3214,"Dates Based On","วันที่ตาม",Translated
3218,"Days for which Holidays are blocked for this department.","วันที่ซึ่งวันหยุดถูกบล็อกสำหรับแผนกนี้",Translated
3223,"Debit A/C Number","เลขที่บัญชีเดบิต",Translated
3227,"Dec","ธ.ค.",Translated
3233,"Decision Pending","รอการตัดสินใจ",Translated
3239,"Declarations","การแจ้ง",Translated
3251,"Declared Amount","จำนวนเงินที่แจ้ง",Translated
3260,"Deduct Full Tax on Selected Payroll Date","หักภาษีเต็มจำนวนในวันที่จ่ายเงินเดือนที่เลือก",Translated
3269,"Deduct Tax For Unclaimed Employee Benefits","หักภาษีสำหรับสวัสดิการพนักงานที่ยังไม่ได้เบิก",Translated
3276,"Deduct Tax For Unsubmitted Tax Exemption Proof","หักภาษีสำหรับหลักฐานการยกเว้นภาษีที่ยังไม่ได้ส่ง",Translated
3281,"Deduction","รายการหัก",Translated
3285,"Deduction Reports","รายงานการหัก",Translated
3292,"Deduction from Salary","การหักจากเงินเดือน",Translated
3298,"Deductions","รายการหัก",Translated
3305,"Deductions before tax calculation","รายการหักก่อนการคำนวณภาษี",Translated
3310,"Default Account","บัญชีเริ่มต้น",Translated
3316,"Default Amount","จำนวนเงินเริ่มต้น",Translated
3321,"Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.","บัญชีธนาคาร/เงินสดเริ่มต้นจะถูกอัปเดตโดยอัตโนมัติในรายการสมุดรายวันเงินเดือนเมื่อเลือกโหมดนี้",Translated
3325,"Default Base Pay","ค่าจ้างพื้นฐานเริ่มต้น",Translated
3329,"Default Employee Advance Account","บัญชีเงินทดรองจ่ายพนักงานเริ่มต้น",Translated
3333,"Default Expense Claim Payable Account","บัญชีเจ้าหนี้ค่าใช้จ่ายเริ่มต้น",Translated
3339,"Default Payroll Payable Account","บัญชีเจ้าหนี้เงินเดือนเริ่มต้น",Translated
3344,"Default Salary Structure","โครงสร้างเงินเดือนเริ่มต้น",Translated
3350,"Default Shift","กะเริ่มต้น",Translated
3358,"Deferred Expense Account","บัญชีค่าใช้จ่ายรอตัดบัญชี",Translated
3362,"Delete","ลบ",Translated
3366,"Delete Attachment","ลบไฟล์แนบ",Translated
3371,"Delete {0}","ลบ {0}",Translated
3501,"Delivery Trip","การเดินทางจัดส่ง",Translated
3506,"Department","แผนก",Translated
3511,"Department Approver","ผู้อนุมัติของแผนก",Translated
3515,"Department Wise Openings","ตำแหน่งงานว่างตามแผนก",Translated
3519,"Department {0} does not belong to company: {1}","แผนก {0} ไม่ได้เป็นของบริษัท: {1}",Translated
3524,"Department: {0}","แผนก: {0}",Translated
3529,"Departure Datetime","วันและเวลาที่ออกเดินทาง",Translated
3538,"Depends On Payment Days","ขึ้นอยู่กับวันจ่ายเงิน",Translated
3592,"Depends on Payment Days","ขึ้นอยู่กับวันจ่ายเงิน",Translated
3597,"Description","คำอธิบาย",Translated
3677,"Description of a Job Opening","คำอธิบายตำแหน่งงานว่าง",Translated
3682,"Designation","ตำแหน่ง",Translated
3686,"Designation Skill","ทักษะตามตำแหน่ง",Translated
3709,"Designation: {0}","ตำแหน่ง: {0}",Translated
3714,"Details","รายละเอียด",Translated
3720,""Details of Sponsor (Name, Location)"",""รายละเอียดผู้สนับสนุน (ชื่อ, สถานที่)"",Translated
3725,"Determine Check-in and Check-out","กำหนดการบันทึกเวลาเข้าและออก",Translated
3731,"Disable","ปิดใช้งาน",Translated
3735,"Disable Rounded Total","ปิดใช้งานยอดรวมปัดเศษ",Translated
3739,""Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component."",""ปิดใช้งาน {0} สำหรับองค์ประกอบ {1} เพื่อป้องกันไม่ให้จำนวนเงินถูกหักซ้ำซ้อน เนื่องจากสูตรของมันใช้องค์ประกอบที่อิงตามวันจ่ายเงินอยู่แล้ว"",Translated
3749,"Disable {0} or {1} to proceed.","ปิดใช้งาน {0} หรือ {1} เพื่อดำเนินการต่อ",Translated
3753,"Disabled","ปิดใช้งานแล้ว",Translated
3757,"Disabling Push Notifications...","กำลังปิดใช้งานการแจ้งเตือนแบบพุช...",Translated
3763,"Dismiss","ยกเลิก",Translated
3769,"Dispensed Amount (Pro-rated)","จำนวนเงินที่จ่าย (ตามสัดส่วน)",Translated
3775,"Do Not Include in Total","ไม่รวมในยอดรวม",Translated
3779,"Do not include in total","ไม่รวมในยอดรวม",Translated
3783,"Do you still want to proceed?","คุณยังต้องการดำเนินการต่อหรือไม่?",Translated
3787,"Do you want to update the Job Applicant {0} as {1} based on this interview result?","คุณต้องการอัปเดตผู้สมัครงาน {0} เป็น {1} ตามผลการสัมภาษณ์นี้หรือไม่?",Translated
3791,"Document Status","สถานะเอกสาร",Translated
3796,"Document {0} failed!","เอกสาร {0} ล้มเหลว!",Translated
3800,"Domestic","ในประเทศ",Translated
3806,"Download PDF","ดาวน์โหลด PDF",Translated
3827,"Download Template","ดาวน์โหลดเทมเพลต",Translated
3832,"Draft","ร่าง",Translated
3836,"Driver","คนขับ",Translated
3841,"Duplicate Attendance","การเข้างานซ้ำซ้อน",Translated
3845,"Duplicate Entry","รายการซ้ำ",Translated
3849,"Duplicate Job Requisition","คำขอจ้างงานซ้ำซ้อน",Translated
3853,"Duplicate Overwritten Salary","เงินเดือนที่ถูกเขียนทับซ้ำซ้อน",Translated
3858,"Duplicate Salary Withholding","การระงับเงินเดือนซ้ำซ้อน",Translated
3862,"Duration (Days)","ระยะเวลา (วัน)",Translated
3870,"ERROR({0}): {1}","ข้อผิดพลาด({0}): {1}",Translated
3874,"Early Exit","ออกงานก่อนเวลา",Translated
3879,"Early Exit By","ออกงานก่อนเวลาโดย",Translated
3883,"Early Exit Grace Period","ระยะเวลาผ่อนผันการออกงานก่อนเวลา",Translated
3888,"Early Exits","การออกงานก่อนเวลา",Translated
3893,"Earned Leave","วันลาที่ได้รับ",Translated
3897,"Earned Leave Frequency","ความถี่ของวันลาที่ได้รับ",Translated
3901,"Earned Leaves","วันลาที่ได้รับ",Translated
3905,"Earned Leaves are allocated as per the configured frequency via scheduler.","วันลาที่ได้รับจะถูกจัดสรรตามความถี่ที่กำหนดผ่านตัวกำหนดเวลา",Translated
3909,"Earned Leaves are auto-allocated via scheduler based on the annual allocation set in the Leave Policy: {0}","วันลาที่ได้รับจะถูกจัดสรรอัตโนมัติผ่านตัวกำหนดเวลาตามการจัดสรรประจำปีที่ตั้งค่าในนโยบายการลา: {0}",Translated
3916,"Earned Leaves are leaves earned by an Employee after working with the company for a certain amount of time. Enabling this will allocate leaves on pro-rata basis by automatically updating Leave Allocation for leaves of this type at intervals set by 'Earned Leave Frequency.","วันลาที่ได้รับคือวันลาที่พนักงานได้รับหลังจากทำงานกับบริษัทเป็นระยะเวลาหนึ่ง การเปิดใช้งานนี้จะจัดสรรวันลาตามสัดส่วนโดยอัปเดตการจัดสรรวันลาสำหรับประเภทการลานี้โดยอัตโนมัติตามช่วงเวลาที่กำหนดโดย 'ความถี่ของวันลาที่ได้รับ'",Translated
3924,"Earning","รายรับ",Translated
3928,"Earning Component","องค์ประกอบรายรับ",Translated
3935,"Earning Salary Component is required for Employee Referral Bonus.","จำเป็นต้องมีองค์ประกอบเงินเดือนที่เป็นรายรับสำหรับโบนัสการแนะนำพนักงาน",Translated
3944,"Earnings","รายรับ",Translated
3948,"Earnings & Deductions","รายรับและรายการหัก",Translated
3952,"Edit","แก้ไข",Translated
3956,"Edit Expense Item","แก้ไขรายการค่าใช้จ่าย",Translated
3962,"Edit Expense Tax","แก้ไขภาษีค่าใช้จ่าย",Translated
3967,"Effective From","มีผลตั้งแต่",Translated
3972,"Effective To","มีผลถึง",Translated
3981,"Effective from","มีผลตั้งแต่",Translated
3986,"Email","อีเมล",Translated
3991,"Email Address","ที่อยู่อีเมล",Translated
3997,"Email ID","รหัสอีเมล",Translated
4001,"Email Salary Slip to Employee","ส่งอีเมลสลิปเงินเดือนให้พนักงาน",Translated
4006,"Email Salary Slips","ส่งอีเมลสลิปเงินเดือน",Translated
4011,"Email Sent To","ส่งอีเมลถึง",Translated
4015,"Email Template","แม่แบบอีเมล",Translated
4021,"Email sent to {0}","ส่งอีเมลถึง {0}",Translated
4186,"Emails salary slip to employee based on preferred email selected in Employee","ส่งอีเมลสลิปเงินเดือนให้พนักงานตามอีเมลที่ต้องการซึ่งเลือกไว้ในข้อมูลพนักงาน",Translated
4190,"Employee","พนักงาน",Translated
4203,"Employee A/C Number","เลขที่บัญชีพนักงาน",Translated
4207,"Employee Advance","เงินล่วงหน้าพนักงาน",Translated
4216,"Employee Advance Balance","ยอดคงเหลือเงินล่วงหน้าพนักงาน",Translated
4220,"Employee Advance Summary","สรุปเงินล่วงหน้าพนักงาน",Translated
4229,"Employee Advances","เงินทดรองจ่ายพนักงาน",Translated
4236,"Employee Analytics","การวิเคราะห์ข้อมูลพนักงาน",Translated
4243,"Employee Attendance Tool","เครื่องมือการเข้างานของพนักงาน",Translated
4248,"Employee Benefit Application","ใบสมัครสวัสดิการพนักงาน",Translated
4255,"Employee Benefit Application Detail","รายละเอียดใบสมัครสวัสดิการพนักงาน",Translated
4262,"Employee Benefit Claim","การเบิกสวัสดิการพนักงาน",Translated
4271,"Employee Benefits","สวัสดิการพนักงาน",Translated
4276,"Employee Birthday","วันเกิดพนักงาน",Translated
4286,"Employee Boarding Activity","กิจกรรมการเริ่มงานของพนักงาน",Translated
4290,"Employee Checkin","การบันทึกเวลาเข้างานของพนักงาน",Translated
4295,"Employee Checkin History","ประวัติการบันทึกเวลาเข้างานของพนักงาน",Translated
4326,"Employee Cost Center","ศูนย์ต้นทุนของพนักงาน",Translated
4333,"Employee Details","รายละเอียดพนักงาน",Translated
4339,"Employee Emails","อีเมลพนักงาน",Translated
4345,"Employee Exit","การพ้นสภาพของพนักงาน",Translated
4354,"Employee Exit Settings","การตั้งค่าการพ้นสภาพของพนักงาน",Translated
4361,"Employee Exits","การพ้นสภาพของพนักงาน",Translated
4366,"Employee Feedback Criteria","เกณฑ์ข้อเสนอแนะของพนักงาน",Translated
4393,"Employee Feedback Rating","คะแนนข้อเสนอแนะของพนักงาน",Translated
4401,"Employee Grade","ระดับพนักงาน",Translated
4406,"Employee Grievance","ความคับข้องใจของพนักงาน",Translated
4411,"Employee Group","กลุ่มพนักงาน",Translated
4418,"Employee Health Insurance","ประกันสุขภาพพนักงาน",Translated
4423,"Employee Hours Utilization Based On Timesheet","การใช้ชั่วโมงทำงานของพนักงานตามไทม์ชีท",Translated
4430,"Employee Image","รูปภาพพนักงาน",Translated
4435,"Employee Incentive","เงินจูงใจพนักงาน",Translated
4444,"Employee Info","ข้อมูลพนักงาน",Translated
4449,"Employee Information","ข้อมูลพนักงาน",Translated
4458,"Employee Journey","เส้นทางการทำงานของพนักงาน",Translated
4467,"Employee Leave Balance","ยอดวันลาคงเหลือของพนักงาน",Translated
4472,"Employee Leave Balance Summary","สรุปยอดวันลาคงเหลือของพนักงาน",Translated
4476,"Employee Lifecycle","วงจรชีวิตพนักงาน",Translated
4592,"Employee Loan","เงินกู้พนักงาน",Translated
4597,"Employee Name","ชื่อพนักงาน",Translated
4602,"Employee Naming By","การตั้งชื่อพนักงานโดย",Translated
4610,"Employee Number","รหัสพนักงาน",Translated
4620,"Employee Onboarding","การเริ่มงานของพนักงานใหม่",Translated
4624,"Employee Onboarding Template","แม่แบบการเริ่มงานของพนักงานใหม่",Translated
4629,"Employee Onboarding: {0} already exists for Job Applicant: {1}","การเริ่มงานของพนักงานใหม่: {0} มีอยู่แล้วสำหรับผู้สมัครงาน: {1}",Translated
